customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,Age,Customer_Tenure,Total_Lifetime_Spend,Total_Minors,Is_Female
11259,-0.3333333333333333,0.5,0.5,1.0,-0.5032043797514335,-0.6733919080160538,0.375,-0.3348712033833141,-0.3070110701107011,-0.1148936170212766,-0.05488947171225178,-0.2057797708021923,-0.4145616641901932,-0.3231707317073171,0.9434306569343066,0.41007194244604317,0.6954756970264339,0.7419354838709677,1.875,-0.5501028155646948,0.0,-1.0
6538,0.3333333333333333,0.0,1.0,1.0,-0.574124525397196,-0.5735980041219221,-0.125,-0.13994617454825067,-0.2656826568265683,0.7191489361702128,0.531097789434245,0.22969606377678126,-0.11589895988112928,-1.0026132404181185,-0.08394160583941605,-0.43884892086330934,0.47732142491460317,0.12903225806451613,-0.25,-0.507421174733734,0.3333333333333333,-1.0
14274,-0.3333333333333333,-0.5,0.0,-1.0,0.1551767381922282,0.727627725349821,-0.375,0.9538638985005767,0.21136531365313654,-0.8049645390070922,-0.6228924690895467,-0.5724962630792227,0.12481426448736999,-0.34930313588850176,0.38321167883211676,-0.4892086330935252,-0.47667230835277263,-0.4838709677419355,0.125,0.06431245386481071,-0.6666666666666666,-1.0
7796,-0.3333333333333333,0.0,0.0,1.0,-0.4321458533336793,-0.3670680117149365,0.0,-0.05497885428681276,-0.7964575645756458,-0.45390070921985815,0.32240539527913076,0.21175884404583956,-0.1188707280832095,0.671602787456446,0.0036496350364963502,0.11510791366906475,0.03987365731815823,-0.9032258064516129,-1.125,-0.4372429610882632,-0.3333333333333333,-1.0
4521,0.6666666666666666,0.0,0.5,1.0,0.7925239787931467,0.5848790541273458,-0.625,1.4009996155324875,0.5992619926199262,0.16453900709219857,1.807605844885725,0.8176382660687593,1.4784546805349184,0.39285714285714285,-0.4708029197080292,1.381294964028777,0.06913651281672499,0.45161290322580644,1.375,0.8928213645470843,0.6666666666666666,-1.0
12262,-0.3333333333333333,-0.5,-0.5,-1.0,-0.5286664417979122,-0.45514697906497453,0.875,-0.4828911956939639,0.39202952029520294,0.04893617021276596,-0.35575121768452606,-0.28101644245142005,-0.12332838038632987,0.8876306620209059,0.7755474452554745,-0.3381294964028777,0.9453398738899292,-0.9354838709677419,-0.875,-0.5331777918380259,-0.6666666666666666,0.0
6855,0.6666666666666666,0.0,0.5,-1.0,-0.6291308822639095,-0.4612213906063564,-0.625,1.0315263360246059,0.4044280442804428,-0.6368794326241135,-0.635256650430873,-0.5196811160936722,0.6062407132243685,-0.7813588850174216,0.3813868613138686,-0.6546762589928058,-1.0273307820959958,0.5161290322580645,0.125,-0.5815011072445428,0.6666666666666666,-1.0
5289,1.0,0.0,-0.5,-1.0,-0.1294379146017661,0.6694869291680225,0.875,1.1226451364859669,-0.18656826568265683,-0.1326241134751773,-0.7128137879355564,-0.587942202291978,-0.7979197622585439,-0.31968641114982577,0.17153284671532848,-0.2302158273381295,0.027829218591048293,-0.9354838709677419,-1.25,-0.1634372034166403,1.0,-1.0
8263,-0.3333333333333333,-0.5,0.0,6.0,-0.38872888612127343,-0.6716563618613732,-0.5,-0.3475586312956555,-0.784649446494465,-0.47801418439716314,0.16167103784188835,-0.05082212257100149,-0.04903417533432392,0.25522648083623695,-1.0164233576642336,-0.5251798561151079,1.368268507974951,0.12903225806451613,0.125,-0.4880971211641886,-0.6666666666666666,0.0
16710,1.3333333333333333,1.0,0.0,0.0,0.30642692197919097,0.6968217811042412,-0.625,1.605920799692426,0.1263468634686347,0.062411347517730496,1.4014612214312476,0.9277528649725959,-0.32540861812778604,-0.0740418118466899,-0.5273722627737226,0.7769784172661871,-0.0031511935743156537,-0.41935483870967744,0.75,0.4556970368026996,2.0,0.0
6847,-0.3333333333333333,-0.5,0.0,0.0,-0.24308312359997578,-0.04382254040568392,0.25,-0.6128412149173394,-0.23084870848708486,-0.5425531914893617,-0.27632071937055075,0.15445939212755355,-0.20059435364041606,0.40331010452961674,-0.6678832116788321,-0.7050359712230215,0.8043056288165124,-0.7419354838709677,-0.375,-0.3501924496467363,-0.6666666666666666,0.0
2793,0.3333333333333333,0.0,-0.5,-1.0,-0.01586189598955225,1.5103590411107495,-0.75,1.6505190311418685,-0.4233210332103321,0.06453900709219858,-0.6884600974147621,-0.5919282511210763,0.04011887072808321,-0.936411149825784,-0.29014598540145986,-0.460431654676259,-0.4579608274422153,-0.12903225806451613,0.25,0.007526626594959401,0.3333333333333333,-1.0
18275,0.6666666666666666,0.5,0.0,-1.0,0.18946057445317974,0.3722746501789782,-0.375,0.6635909265667052,1.0975645756457564,-0.7446808510638298,1.3692394155114276,-0.4633781763826607,0.010401188707280832,0.49390243902439024,0.38503649635036497,0.5683453237410072,-1.492493505932913,0.0967741935483871,0.875,0.2474559738479384,1.0,-1.0
840,0.6666666666666666,0.0,0.0,0.0,1.0909075184003183,0.7896735003796507,0.0,0.031141868512110725,-0.07025830258302583,0.475177304964539,0.17291120269763957,0.6537120079720976,1.2421991084695394,0.11411149825783973,-0.9178832116788321,0.8129496402877698,-0.5241017287861398,0.5483870967741935,0.375,0.8818016450490351,0.6666666666666666,0.0
6479,-0.3333333333333333,-0.5,0.0,2.0,-0.49898376620568574,-0.964095888925046,0.75,-0.3044982698961938,-0.48059040590405905,-0.2524822695035461,-0.057512176845260395,0.02142501245640259,0.12035661218424963,-0.8144599303135889,0.5693430656934306,0.8705035971223022,0.6280659857747656,0.7096774193548387,1.875,-0.5668432985342191,-0.6666666666666666,-1.0
2828,-0.3333333333333333,0.0,0.0,-1.0,-0.48850142272731206,-0.9649636620023864,-0.5,-0.4305267204921184,-0.3211808118081181,-0.3546099290780142,-0.12682652678905956,-0.3403089187842551,-0.3684992570579495,0.2221254355400697,-0.3448905109489051,-0.26618705035971224,2.7618293889899914,-0.3870967741935484,-0.375,-0.5944400506168934,-0.3333333333333333,-1.0
6297,0.0,-0.5,0.0,1.0,-0.5211592849173607,-0.4247749213580649,0.125,-0.5778546712802768,-0.31940959409594094,-0.7645390070921986,0.14143874110153615,0.21674140508221226,-0.600297176820208,0.8527874564459931,0.10948905109489052,0.22302158273381295,1.5673511707235168,0.7096774193548387,0.125,-0.5514209638300116,-0.3333333333333333,0.0
16222,0.3333333333333333,0.0,0.0,-1.0,0.7109485137040208,0.633040459919731,-1.0,1.0761245674740485,1.6932841328413284,0.1822695035460993,0.3164106406893968,0.5869456900847035,0.8870728083209509,0.3632404181184669,0.32299270072992703,-0.8920863309352518,0.33598822232729114,1.0,0.375,0.7442133291152588,0.3333333333333333,0.0
11556,0.3333333333333333,0.0,1.0,0.0,1.690027070738521,-0.18353400585746826,0.25,0.23260284505959247,0.23202952029520296,0.029078014184397163,0.3130385912326714,-0.0817140009965122,-0.48588410104011887,-0.6698606271777003,1.0255474452554745,0.2589928057553957,0.45218161567944676,0.2903225806451613,0.625,1.2464541811662977,0.3333333333333333,-1.0
5234,1.6666666666666667,0.5,0.0,1.0,1.371128581683575,0.5440937194923527,0.25,1.1214917339484813,1.6820664206642066,-0.06666666666666667,1.1852753840389658,-0.013951170901843548,-0.5111441307578009,-0.622822299651568,-0.07116788321167883,1.8057553956834533,-0.41442563768680496,0.6129032258064516,-0.625,1.2191685120742382,2.0,-1.0
17094,0.3333333333333333,0.0,0.0,0.0,0.022365792273163643,-0.9341577177568066,0.0,1.1991541714725105,0.025977859778597786,-0.4085106382978723,-0.6547396028475084,-0.5251619332336821,0.6047548291233283,-0.08797909407665505,0.44343065693430656,0.11510791366906475,-0.533788820764413,-0.6451612903225806,-0.5,-0.1009833386059264,0.3333333333333333,-1.0
11974,0.6666666666666666,-0.5,0.0,0.0,0.2388971052472259,0.330621542466645,0.25,0.9753940792003076,1.6684870848708486,0.01347517730496454,1.179280629449232,0.5535625311410065,1.0460624071322437,0.7534843205574913,0.32299270072992703,-0.4028776978417266,-0.5602345811062109,-0.22580645161290322,1.625,0.41950068543709795,0.3333333333333333,0.0
15789,1.0,0.5,0.0,1.0,0.40408915181235566,0.47293632715045014,-0.875,0.6186082276047674,0.3501107011070111,0.42907801418439717,1.2437242412888723,0.2635774788241156,-0.5928677563150074,-0.9991289198606271,-0.4562043795620438,1.79136690647482,1.2261277738852516,-0.7419354838709677,-0.5,0.4084809659390488,1.3333333333333333,-1.0
6675,0.0,-0.5,-0.5,2.0,-0.1921589995070185,-0.19004230393752033,0.5,-0.6528258362168397,-0.5791881918819188,-0.18085106382978725,0.18752341701011616,0.39561534628799205,-0.2065378900445765,-0.04442508710801394,0.2755474452554745,-0.4172661870503597,0.5076181466106632,-0.22580645161290322,-0.5,-0.27297532426447324,-0.3333333333333333,-1.0
9874,0.3333333333333333,0.0,0.0,0.0,-0.3123081047888396,0.10630220197418375,1.0,0.6366782006920415,0.7132103321033211,-0.34822695035460993,-0.6970775571375046,-0.5241654210264076,-0.7265973254086181,0.23954703832752614,-1.1423357664233578,-0.8201438848920863,-0.3785117617144774,-0.967741935483871,-1.375,-0.34294263418749343,0.3333333333333333,0.0
18607,0.3333333333333333,0.0,0.5,0.0,1.4200461845826522,1.0196333658748238,0.25,-0.009996155324875048,0.6110701107011071,0.7638297872340426,0.6228924690895467,0.5560538116591929,1.5735512630014858,0.16289198606271776,-0.6715328467153284,0.2805755395683453,-1.2215233167244186,-0.8064516129032258,-0.75,1.2215939048824211,0.3333333333333333,-1.0
4330,-0.3333333333333333,-0.5,-0.5,-1.0,-0.045233214844797316,3.5209892613081677,1.0,-0.7174163783160323,-0.6423616236162362,0.624822695035461,-0.6536155863619333,-0.2585949177877429,-0.3343239227340267,7.65418118466899,-0.8576642335766423,-0.8920863309352518,-0.5779194249038636,0.2903225806451613,-0.25,0.09122904144258147,-0.6666666666666666,0.0
9913,1.6666666666666667,0.0,0.5,1.0,0.1443830379768731,0.6482264887731858,-0.375,0.9200307574009996,1.5669372693726937,-0.375886524822695,1.3684900711877108,0.587942202291978,0.4234769687964339,-1.0810104529616724,0.016423357664233577,0.07194244604316546,-1.1746784145239093,0.41935483870967744,1.25,0.31586786881788464,1.6666666666666667,0.0
4502,0.0,-0.5,0.5,-1.0,0.4300701417538033,-0.9272155331380844,0.75,1.6251441753171858,0.09800738007380073,-0.5822695035460993,-0.6967028849756464,-0.5057299451918286,0.9836552748885586,-0.42770034843205573,-0.5602189781021898,-0.48201438848920863,-0.00964933081693865,-0.41935483870967744,0.625,0.2212511863334388,-0.3333333333333333,0.0
6706,0.3333333333333333,0.5,-0.5,-1.0,0.582392776523702,-0.060744115413819286,0.0,-0.12149173394848135,0.6482656826568266,1.5815602836879432,0.00018733608092918696,-0.44643746885899355,0.42199108469539376,0.042682926829268296,-0.8485401459854015,0.5179856115107914,-0.09749557115581169,0.6774193548387096,0.375,0.4203706632922071,0.6666666666666666,0.0
15588,0.6666666666666666,-0.5,0.5,-1.0,0.331197080165711,0.04469031348302419,0.125,0.041906958861976165,0.9623616236162361,0.4581560283687943,0.5131135256650431,0.7583457897359243,1.1560178306092124,-0.002613240418118467,0.75,0.1510791366906475,-1.2517465313961327,-0.9354838709677419,-1.25,0.35409416851207426,0.3333333333333333,0.0
5564,0.0,0.0,0.0,-1.0,-0.0646411181166377,-0.4495064540622627,-0.625,-0.5655517108804307,-0.8259778597785978,-0.624113475177305,0.04439865118021731,-0.14299950174389636,-0.7191679049034175,-0.3597560975609756,-0.04927007299270073,0.9568345323741008,-0.311432412559503,0.967741935483871,1.875,-0.2702072129073078,0.0,0.0
18680,-0.3333333333333333,-0.5,-0.5,-1.0,-0.29034015723515216,3.2146653650070505,0.875,-0.7185697808535179,-0.09682656826568266,0.9815602836879432,-0.2613338328962158,0.0014947683109118087,-0.662704309063893,19.75871080139373,0.11131386861313869,-0.6906474820143885,0.6784790821802615,0.22580645161290322,1.875,0.1560819360961721,-0.6666666666666666,-1.0
10643,0.0,0.0,0.5,-1.0,-0.2294526175587902,-0.49463065408395707,-0.625,-0.3956170703575548,-0.5738745387453874,-0.3730496453900709,-0.1436867740726864,-0.08769307424015944,0.1263001485884101,1.2761324041811846,-0.7354014598540146,0.7410071942446043,1.4132045797532142,-0.16129032258064516,-0.25,-0.3467652641569124,0.0,-1.0
3066,-0.3333333333333333,0.0,0.0,3.0,-0.4477136901827491,-0.6009328560581408,,-0.3644752018454441,-0.14346863468634685,-0.09716312056737589,-0.5475833645560135,-0.10264075734927752,0.014858841010401188,0.8475609756097561,0.9215328467153284,0.41007194244604317,0.18986793253700135,-0.22580645161290322,-0.75,-0.5016740482969524,-0.3333333333333333,0.0
5960,0.0,0.5,0.0,1.0,-0.6018352749885404,0.28983620783165204,-0.625,0.4275278738946559,-0.3896678966789668,-0.1673758865248227,-0.6090295991007868,-0.4952665670154459,1.2288261515601784,0.002613240418118467,1.1824817518248176,-0.3669064748201439,-0.047547200858797975,-0.8387096774193549,-0.25,-0.5368686069809132,0.3333333333333333,-1.0
17759,0.6666666666666666,-0.5,0.0,-1.0,-0.4242235541371526,-0.8447770907907582,0.25,1.2156862745098038,-0.17830258302583027,-0.3964539007092199,-0.6491195204196328,-0.5082212257100149,0.2199108469539376,-0.1681184668989547,-0.13138686131386862,-0.3597122302158273,-0.6360112119497893,-0.3225806451612903,-0.875,-0.458465148159865,0.3333333333333333,-1.0
8174,0.0,0.0,0.0,2.0,-0.2044402930212847,-0.9584553639223343,0.25,-0.11649365628604383,-0.18243542435424354,-0.19148936170212766,0.4430498313975272,0.4210264075734928,-0.5884101040118871,0.18902439024390244,0.42700729927007297,-0.38848920863309355,0.25641690816984486,-0.41935483870967744,0.0,-0.2566566487398503,0.0,-1.0
3879,0.3333333333333333,0.5,0.5,0.0,0.7356494815045449,0.38355570018440177,-0.25,0.14263744713571702,1.7960147601476015,-0.8170212765957446,1.1893967778194081,1.0353761833582462,0.6329866270430906,0.054878048780487805,0.6423357664233577,-0.17266187050359713,-1.239768029250838,0.5161290322580645,0.375,0.7319018243171992,0.6666666666666666,0.0
8989,-0.3333333333333333,-0.5,-0.5,-1.0,-0.2907552995511274,3.505803232454713,0.875,-0.7985390234525183,-0.8336531365313653,1.174468085106383,-0.47602098164106404,-0.513702042850025,-0.7429420505200595,3.201219512195122,0.7518248175182481,-0.4172661870503597,-0.4185228940022961,-0.8387096774193549,-0.25,-0.14284772751239058,-0.6666666666666666,0.0
11351,0.6666666666666666,0.0,0.5,1.0,-0.2869152331283568,0.23473261742054452,1.125,0.2164552095347943,-0.10450184501845018,-0.39148936170212767,-0.6820906706631698,-0.4474339810662681,0.06686478454680535,-0.2778745644599303,-1.0091240875912408,-0.02877697841726619,-0.03147342976419827,0.41935483870967744,0.25,-0.36943741432036276,0.6666666666666666,0.0
4772,0.6666666666666666,0.0,1.5,0.0,-0.6092732414830959,-0.37878294825903025,-0.75,-0.1249519415609381,-0.5012546125461255,-0.27163120567375887,0.31491195204196326,0.10363726955655207,0.09955423476968796,-0.5182926829268293,0.2937956204379562,-0.4892086330935252,0.4138794369309187,0.9032258064516129,1.125,-0.5739612991669303,0.6666666666666666,0.0
1392,-0.3333333333333333,0.0,-0.5,-1.0,-0.14756579573268294,4.175290161622736,1.0,-0.617839292579777,-0.5118819188191882,0.1829787234042553,-0.13394529786436868,-0.16890881913303438,-0.9420505200594353,4.281358885017422,-0.9288321167883211,-0.6618705035971223,0.3538878011750313,-0.5161290322580645,-0.5,0.02769429505430771,-0.3333333333333333,-1.0
4272,0.3333333333333333,0.0,1.0,-1.0,-0.001920033211385278,0.19091007701486062,-0.625,-0.3344867358708189,0.4351291512915129,0.2198581560283688,0.620269763956538,0.2914798206278027,-0.799405646359584,0.5357142857142857,0.31204379562043794,-0.460431654676259,-0.09880353767030835,1.0,-0.25,0.0008831593377623115,0.3333333333333333,-1.0
19904,-0.3333333333333333,-0.5,0.0,-1.0,-0.28203731091564826,-1.0148606139494523,0.25,-0.35294117647058826,-0.49357933579335794,-1.0375886524822695,0.13431997002622706,-0.08320876930742402,-0.212481426448737,0.046167247386759584,-0.8394160583941606,0.16546762589928057,0.3633951294760447,-0.03225806451612903,1.875,-0.4429637245597385,-0.6666666666666666,-1.0
13203,0.6666666666666666,0.0,0.0,-1.0,0.7177291715316156,0.5874823733593665,0.0,0.6505190311418685,0.5732841328413284,0.6347517730496454,1.0016860247283628,1.3712007972097657,1.313521545319465,-0.22038327526132404,0.9087591240875912,0.4172661870503597,0.6258776622640201,0.2903225806451613,0.125,0.7811478435094379,0.6666666666666666,-1.0
14808,0.3333333333333333,1.0,0.0,-1.0,0.6021812269185197,0.44126260982753013,-0.125,0.8885044213763937,1.4937269372693727,0.5382978723404256,0.7858748594979393,0.8156452416542103,1.1322436849925706,-1.0374564459930313,-0.07846715328467153,1.4244604316546763,-0.9207116197320458,0.25806451612903225,0.625,0.6636217441737847,1.0,-1.0
3699,0.3333333333333333,0.0,0.5,0.0,1.9538500125407574,0.44299815598221065,-0.5,0.2433679354094579,0.915129151291513,1.5510638297872341,0.2572124391157737,0.48829098156452416,0.3328380386329866,-0.07926829268292683,0.4324817518248175,0.5035971223021583,-0.5261074574894943,0.5161290322580645,0.0,1.6145075398080777,0.3333333333333333,-1.0
9524,0.3333333333333333,-0.5,0.0,-1.0,0.13490395509543948,-0.5627508406551687,-0.625,0.25836216839677045,-0.21136531365313654,-0.8460992907801419,-0.697452229299363,-0.5595416043846537,0.2823179791976226,-0.6628919860627178,-0.6642335766423357,-0.4316546762589928,0.13554819331812165,1.0,-0.125,-0.11927923652852473,0.0,-1.0
9049,0.0,-0.5,0.0,0.0,-0.07024553938230282,-0.47640741945981124,-0.375,-0.49480968858131485,-0.2662730627306273,0.12482269503546099,0.3621206444361184,0.12954658694569007,-0.7072808320950966,-0.04965156794425087,-0.4562043795620438,0.2158273381294964,0.779016337087389,-0.5161290322580645,0.375,-0.18262944215965413,-0.3333333333333333,0.0
19002,0.3333333333333333,0.5,0.5,-1.0,0.1844788666614774,-0.207831652022996,0.0,0.8842752787389465,0.580959409594096,1.0078014184397164,-0.6790932933683027,-0.6442451420029895,0.31946508172362553,-0.18554006968641115,-0.9817518248175182,-0.5611510791366906,-1.1056673861323592,0.7741935483870968,-0.875,0.08738004850785616,0.6666666666666666,0.0
8060,0.3333333333333333,0.5,-0.5,0.0,1.1894692232514292,0.3379976136240373,-0.25,-0.33217993079584773,0.5148339483394834,1.397872340425532,0.17028849756463094,-0.49676133532635774,0.4264487369985141,0.37717770034843207,-0.4233576642335766,-0.5611510791366906,-0.12279987773781839,0.967741935483871,0.5,0.9005720763471475,0.6666666666666666,0.0
