kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,Age,has_loyalty_card,customer_gender_male
-1.0725035893880805,0.9666144892140139,0.9764535639718738,0.8242088207454156,-1.0480664965683162,-0.8487618854737399,0.7005160009885837,-0.6703393673225266,-0.565377332079955,-0.26134675584472244,-0.2549251434638423,-0.5384615863727572,-0.7339059673895295,-0.421217103497283,1.2975670958682708,0.4082211929248456,0.8059028644064894,-2.3018951500777596,-1.15559325769457,-0.47461916025160233,1.2691623209045995,0.47663135492766395,True
0.2381540036897883,-0.09005802368763619,2.0621266883408635,0.8242088207454156,-1.1519459283776912,-0.7530877036553899,-0.13511735621815227,-0.3876668887077426,-0.5058910312277988,0.9118139604825191,0.5874966327934241,0.1756927520731293,-0.33140923606243644,-0.6715149694060691,-0.11829009910126306,-0.8480413965375964,0.5217952616118141,0.44228013362348023,1.6830749323545748,1.0150089477412614,0.20593375043530499,0.47663135492766395,True
-1.0725035893880805,-1.1467305365892864,-0.1092195603971159,-0.7675802087865676,-0.08371065912235812,0.4944204323151824,-0.5529340348215203,1.1985327200872489,0.1807508414656625,-1.2319975866154758,-1.07149254295618,-1.1398547134850827,-0.00700888544060017,-0.4308439444937747,0.525509975343143,-0.9225654484548599,-0.7206139289851848,-0.04198609291203266,1.2867899941383383,1.0781691915049654,-0.8572948200339895,0.47663135492766395,True
-1.0725035893880805,-0.09005802368763619,-0.1092195603971159,0.8242088207454156,-0.9439843731846792,-0.5550837447617613,0.07379098308353171,-0.2644506800807854,-1.269865095029063,-0.7381926932634482,0.2874781357503951,0.14627678389915685,-0.335414178662706,-0.054755356230829326,0.0024224148570630775,-0.028276825447697804,-0.04790358222287548,1.5722346622063437,0.24901277243499365,-0.10414963613841427,-1.58476699982877,0.47663135492766395,True
0.8934828002287227,-0.09005802368763619,0.9764535639718738,0.8242088207454156,0.8498360590357464,0.3575647548445861,-0.9707507134248882,1.8469510487440413,0.7390722651780437,0.1317019875506289,2.4226187502541063,1.1398828199977815,1.817242468982195,-0.15744166019340827,-0.6514370357505369,1.8454707656149276,-0.009793855348661673,-1.656206848030409,-0.018443155546571704,1.1504273749631808,0.7655277348928284,0.47663135492766395,True
-1.0725035893880805,-1.1467305365892864,-1.1948926847661057,-0.7675802087865676,-1.0853617462325602,-0.6395266095840441,1.5361493581953196,-0.8849920384599859,0.44079095661937434,-0.030904472280442852,-0.6874473214271319,-0.6618452306580305,-0.3414215925631104,0.024826529340169358,1.0662014441148122,-0.6989932927030694,1.1313070457033025,1.2493905111826684,0.6751892860592279,-0.10220564696768987,-1.6407263982745222,-2.0980575232021095,False
0.8934828002287227,-0.09005802368763619,0.9764535639718738,-0.7675802087865676,-1.2325158291469138,-0.6453502554338567,-0.9707507134248882,1.311155680008721,0.4586368468750212,-0.9955697891923838,-1.0892674269820686,-1.053241029417275,0.6417918158030723,-0.5900077156357721,0.5229951313023445,-1.1674301904687256,-1.4377498228610748,-0.04198609291203266,-1.1445729939353004,-0.9632769088488866,0.8774465317843331,0.47663135492766395,True
1.548811596767657,-0.09005802368763619,-1.1948926847661057,-0.7675802087865676,-0.5005965544861276,0.43867982203840455,1.5361493581953196,1.4432925191245076,-0.39201725531081383,-0.28628639692310764,-1.2007644267808244,-1.165185130523781,-1.2505435628243058,-0.41993352469775075,0.2337880666105215,-0.5392988957375048,-0.06358934707469743,1.7336567377181813,-1.350917153651262,-0.8750924099017592,-1.6407263982745222,0.47663135492766395,True
-1.0725035893880805,-1.1467305365892864,-0.1092195603971159,4.803681394575373,-0.8803898917599154,-0.8470979866595078,-0.7618423741232042,-0.6887381677057375,-1.2528690090713042,-0.772110605130052,0.0564046434138431,-0.2843403057587175,-0.24129802755637078,-0.20814302277493163,-1.4033754039492767,-0.9757969141100481,1.6820972696120358,-0.04198609291203266,-0.6647118067174012,-1.234471803445009,0.20593375043530499,0.47663135492766395,False
2.2041403933065915,2.023287002115664,-0.1092195603971159,0.028314305979423957,0.137831231546221,0.4648862283625613,-0.9707507134248882,2.1441195519031733,0.058379022569798135,-0.01195034506087007,1.8387407416461288,1.3204641801768902,-0.613757689381442,-0.329441219330728,-0.7293972010152892,0.9511821426077655,-0.10393588967818386,-0.8490964704712208,0.5947223850312902,0.8041009972574799,-0.7453760231424849,0.47663135492766395,False
